ID,aroma,acidity,body,uniformity,clean_cup,sweetness,Quality
600,8.17,8.08,8.0,10.0,10.0,10.0,1
354,8.08,7.67,8.0,10.0,10.0,10.0,1
127,7.5,7.5,7.58,10.0,10.0,10.0,1
867,7.83,7.75,7.83,9.33,10.0,10.0,1
464,7.0,7.25,7.5,9.33,10.0,10.0,0
575,7.58,7.17,7.33,10.0,10.0,10.0,0
459,7.58,7.75,7.75,9.33,10.0,10.0,1
893,7.92,7.92,7.92,8.0,6.67,10.0,1
574,7.67,7.5,7.33,10.0,10.0,10.0,1
496,8.17,8.0,8.08,10.0,10.0,10.0,1
396,7.67,7.75,7.83,10.0,10.0,10.0,1
670,7.42,7.58,6.92,10.0,10.0,10.0,0
634,7.25,7.33,7.5,9.33,9.33,10.0,1
78,7.58,7.67,7.75,10.0,10.0,10.0,1
167,7.58,7.33,7.25,10.0,10.0,10.0,1
723,7.75,7.75,7.33,10.0,10.0,10.0,1
671,8.33,7.92,7.67,10.0,10.0,10.0,1
386,7.67,7.75,7.75,10.0,10.0,10.0,1
959,7.17,7.5,7.75,10.0,10.0,10.0,1
696,7.5,7.25,7.58,9.33,9.33,9.33,0
704,7.67,7.83,7.92,10.0,10.0,7.75,1
954,7.58,7.5,7.17,10.0,10.0,10.0,0
743,7.75,7.75,7.83,10.0,10.0,10.0,1
755,7.25,7.25,7.17,10.0,10.0,10.0,0
938,7.0,7.17,6.67,10.0,10.0,10.0,0
103,6.17,7.17,7.0,10.0,10.0,10.0,0
698,7.33,7.67,7.33,10.0,10.0,10.0,1
851,7.75,7.75,7.58,10.0,10.0,10.0,1
207,7.33,7.33,7.58,10.0,10.0,10.0,1
411,7.5,7.33,7.67,10.0,10.0,10.0,0
729,7.33,7.67,7.42,10.0,10.0,10.0,0
224,7.67,7.58,7.67,10.0,10.0,10.0,1
930,7.75,7.75,7.25,10.0,10.0,10.0,1
318,7.67,7.83,7.75,10.0,10.0,10.0,1
881,7.67,7.58,7.5,10.0,10.0,10.0,0
244,7.67,7.17,7.25,10.0,10.0,10.0,0
94,7.33,6.08,7.58,9.33,10.0,9.33,0
561,7.42,7.33,7.25,10.0,10.0,10.0,0
533,8.42,8.17,8.33,10.0,10.0,10.0,1
293,7.75,7.5,7.42,10.0,10.0,10.0,1
31,7.83,7.58,7.5,10.0,10.0,10.0,1
1030,8.0,8.5,8.25,10.0,10.0,10.0,1
294,7.58,7.25,7.58,10.0,10.0,10.0,1
150,7.33,6.83,7.33,10.0,10.0,10.0,0
378,7.75,7.75,8.0,10.0,10.0,10.0,1
302,7.67,7.58,7.75,10.0,10.0,10.0,1
128,7.83,7.83,7.92,9.33,9.33,9.33,1
919,7.75,7.25,7.42,10.0,10.0,10.0,0
853,7.83,7.67,7.83,10.0,10.0,10.0,1
860,7.42,7.5,7.42,10.0,10.0,10.0,0
203,7.42,7.42,7.17,10.0,10.0,10.0,0
331,7.42,7.58,7.33,10.0,10.0,10.0,0
1051,7.67,7.67,7.5,10.0,10.0,10.0,1
669,8.08,8.0,8.08,9.33,9.33,10.0,1
323,7.33,7.42,7.33,10.0,10.0,10.0,0
6,7.92,7.58,7.5,10.0,10.0,10.0,1
648,7.08,7.17,7.42,10.0,10.0,10.0,0
325,7.58,7.5,7.5,10.0,10.0,10.0,1
347,7.58,7.42,7.33,10.0,10.0,10.0,0
613,8.42,7.75,7.92,10.0,10.0,10.0,1
1021,7.25,7.42,7.75,10.0,10.0,10.0,1
297,8.0,8.08,7.92,10.0,10.0,10.0,1
360,7.67,7.75,7.58,10.0,10.0,10.0,1
65,7.25,7.58,7.83,10.0,10.0,10.0,1
38,7.58,7.33,7.67,10.0,10.0,10.0,1
939,7.58,7.42,7.42,10.0,10.0,10.0,1
779,7.92,7.92,7.75,10.0,10.0,10.0,1
626,7.5,7.92,7.42,9.33,10.0,10.0,1
637,8.0,8.17,8.17,10.0,10.0,10.0,1
29,7.75,7.58,7.58,10.0,10.0,10.0,0
328,7.58,7.92,7.75,10.0,10.0,10.0,1
305,7.75,7.25,7.58,10.0,10.0,10.0,1
284,8.08,7.33,7.33,10.0,10.0,10.0,1
687,7.67,7.67,7.75,10.0,10.0,10.0,1
901,7.25,7.08,7.17,10.0,10.0,10.0,0
231,7.33,7.58,7.08,10.0,10.0,10.0,1
807,8.5,7.75,7.5,10.0,10.0,10.0,1
816,6.42,7.33,6.33,10.0,10.0,10.0,0
748,7.25,7.25,7.08,10.0,10.0,10.0,0
730,8.08,7.92,8.08,10.0,10.0,10.0,1
477,7.58,7.83,7.67,10.0,10.0,10.0,1
437,7.67,7.42,7.33,9.33,10.0,10.0,0
1001,7.58,7.58,7.58,9.33,10.0,10.0,0
904,7.67,7.75,7.5,10.0,10.0,10.0,1
435,7.67,7.58,7.67,10.0,10.0,10.0,1
142,7.25,7.33,7.33,10.0,10.0,10.0,0
461,7.67,7.83,7.58,10.0,10.0,10.0,1
872,7.17,7.0,7.25,9.33,9.33,10.0,0
80,7.83,7.75,7.5,10.0,10.0,10.0,1
379,7.67,7.42,7.42,10.0,10.0,10.0,1
233,7.92,8.08,7.83,10.0,10.0,10.0,1
147,7.58,7.58,7.58,10.0,10.0,10.0,0
796,7.25,6.25,6.42,6.0,6.0,6.0,0
34,7.5,7.67,7.5,10.0,10.0,10.0,1
837,7.75,7.83,7.75,10.0,10.0,10.0,1
12,7.83,7.92,7.92,10.0,10.0,10.0,1
1024,8.33,8.25,8.25,10.0,10.0,10.0,1
115,7.42,7.42,7.25,10.0,10.0,10.0,0
401,7.5,7.75,7.08,10.0,10.0,10.0,1
576,7.25,7.5,7.42,10.0,10.0,10.0,0
760,6.75,7.25,7.58,10.0,10.0,10.0,0
531,7.42,7.5,7.75,10.0,10.0,10.0,1
165,7.58,7.25,7.5,10.0,10.0,10.0,0
188,7.67,7.67,7.75,10.0,10.0,10.0,1
971,7.83,8.25,7.58,10.0,10.0,10.0,1
633,7.58,7.75,7.58,10.0,10.0,10.0,1
591,7.67,7.58,7.42,10.0,10.0,10.0,1
946,6.92,7.58,7.5,10.0,10.0,10.0,0
101,7.83,8.17,7.92,10.0,10.0,10.0,1
537,7.17,7.25,7.33,10.0,10.0,10.0,0
281,7.83,7.67,7.17,10.0,10.0,10.0,0
217,7.67,7.5,7.67,10.0,10.0,10.0,1
701,6.75,7.25,7.17,10.0,10.0,10.0,0
400,7.5,7.67,7.17,10.0,10.0,10.0,0
237,7.83,7.67,7.75,10.0,10.0,10.0,1
940,7.5,7.83,7.92,10.0,10.0,10.0,1
268,6.33,6.83,6.33,10.0,6.67,10.0,0
984,7.83,7.75,8.08,10.0,10.0,10.0,1
475,8.42,8.0,7.92,9.33,10.0,10.0,1
653,6.92,7.33,7.83,10.0,10.0,10.0,1
340,7.42,7.5,7.5,10.0,10.0,10.0,0
270,7.67,7.42,7.67,10.0,10.0,10.0,0
580,7.5,7.67,7.83,10.0,10.0,10.0,1
923,7.08,7.42,7.25,10.0,0.0,10.0,0
806,7.42,8.08,7.17,10.0,9.33,10.0,1
548,7.83,7.5,7.83,10.0,10.0,10.0,1
1043,7.25,7.17,7.33,10.0,10.0,10.0,0
786,7.42,7.58,7.42,10.0,10.0,10.0,0
184,7.42,7.92,7.75,10.0,10.0,10.0,1
345,7.92,7.75,7.67,10.0,10.0,10.0,1
50,7.08,7.0,7.0,10.0,10.0,10.0,0
520,7.33,7.42,7.08,10.0,10.0,10.0,0
1017,7.83,7.5,7.58,10.0,10.0,10.0,1
782,7.75,8.0,7.83,10.0,10.0,10.0,1
1067,7.25,7.0,7.42,10.0,10.0,10.0,0
642,7.5,7.58,7.58,8.0,8.0,10.0,0
845,7.67,7.83,7.75,10.0,10.0,9.33,1
487,7.25,7.67,7.42,8.67,9.33,10.0,1
750,7.58,7.42,7.58,10.0,10.0,10.0,0
469,7.67,7.58,7.83,10.0,10.0,10.0,1
191,7.58,7.75,7.58,10.0,10.0,10.0,1
1046,7.5,7.67,7.33,10.0,10.0,10.0,0
678,7.67,8.0,7.58,10.0,10.0,10.0,1
258,7.83,7.33,7.42,10.0,10.0,10.0,1
857,7.33,7.08,7.58,9.33,10.0,10.0,0
174,7.42,7.58,7.5,10.0,10.0,10.0,1
141,7.75,8.0,7.67,10.0,10.0,10.0,1
566,7.67,7.75,7.58,10.0,10.0,10.0,1
579,8.0,7.42,7.33,10.0,10.0,10.0,1
775,7.83,7.83,7.92,9.33,10.0,10.0,1
649,7.83,7.75,7.67,10.0,10.0,10.0,1
254,7.42,7.67,7.5,10.0,10.0,10.0,1
905,7.75,7.5,7.58,10.0,10.0,10.0,0
646,7.67,7.42,7.83,10.0,10.0,10.0,1
262,7.58,7.83,7.83,10.0,10.0,10.0,1
1035,7.33,7.83,7.33,10.0,10.0,10.0,1
890,7.5,7.17,7.5,10.0,10.0,10.0,0
278,7.67,7.5,7.5,10.0,10.0,10.0,0
337,7.42,7.33,7.42,10.0,10.0,10.0,0
324,7.83,7.58,7.5,10.0,10.0,10.0,0
376,7.5,7.42,7.5,8.67,8.67,10.0,1
1007,7.67,7.83,7.83,10.0,10.0,10.0,1
2,7.33,7.17,7.33,10.0,10.0,10.0,1
77,7.58,8.0,7.83,10.0,10.0,10.0,1
8,7.42,7.25,7.25,10.0,10.0,10.0,0
472,7.67,7.33,7.25,10.0,10.0,10.0,1
138,7.67,7.83,7.58,10.0,10.0,10.0,1
98,7.83,7.67,7.67,10.0,10.0,10.0,1
208,7.67,7.67,7.67,10.0,10.0,10.0,1
313,7.75,7.5,7.5,10.0,10.0,10.0,1
553,8.42,8.17,7.92,10.0,10.0,10.0,1
737,8.0,7.83,7.67,10.0,10.0,10.0,1
856,7.67,7.58,7.67,9.33,9.33,9.33,1
419,7.75,7.67,7.67,10.0,10.0,10.0,1
849,7.17,8.0,7.25,10.0,10.0,6.67,1
556,7.25,7.08,7.17,10.0,6.67,10.0,0
515,7.58,7.58,7.42,10.0,10.0,10.0,0
658,7.42,7.17,7.67,8.67,9.33,9.33,0
341,7.08,6.83,7.08,10.0,10.0,10.0,0
969,8.08,7.83,7.92,10.0,10.0,9.33,1
228,8.42,7.17,7.58,9.33,10.0,10.0,1
1014,7.33,7.92,7.92,10.0,10.0,9.33,1
300,7.75,7.92,7.75,10.0,10.0,10.0,1
245,7.5,7.08,6.92,10.0,10.0,10.0,0
949,7.5,7.5,7.5,10.0,10.0,10.0,0
722,7.5,7.5,7.75,10.0,10.0,10.0,0
903,7.83,7.58,7.25,10.0,10.0,10.0,0
140,7.5,7.5,7.75,10.0,10.0,10.0,1
880,7.08,7.25,7.33,8.67,8.67,10.0,0
1047,7.67,7.75,7.67,10.0,10.0,10.0,1
47,7.58,7.42,7.33,10.0,10.0,10.0,0
787,7.67,7.67,7.42,10.0,10.0,10.0,1
444,7.75,7.92,7.75,10.0,10.0,10.0,1
105,6.83,7.25,7.0,10.0,10.0,10.0,0
274,7.75,8.08,8.08,10.0,10.0,10.0,1
212,7.5,7.92,7.83,10.0,10.0,10.0,1
1041,7.67,7.42,7.58,10.0,10.0,10.0,0
137,8.17,7.58,7.42,10.0,10.0,10.0,1
186,7.5,7.17,7.17,10.0,10.0,10.0,0
914,7.33,7.42,7.17,9.33,10.0,10.0,0
260,7.5,7.58,7.25,10.0,10.0,10.0,0
86,7.25,7.08,7.58,10.0,10.0,10.0,0
1053,6.83,6.75,7.25,10.0,10.0,10.0,0
911,7.17,7.25,7.58,10.0,10.0,10.0,0
392,7.75,7.58,7.67,10.0,10.0,10.0,1
759,7.75,8.25,8.0,10.0,10.0,10.0,1
139,8.0,7.83,7.67,10.0,10.0,10.0,1
839,7.33,7.42,7.5,10.0,10.0,10.0,0
803,7.33,7.08,7.25,10.0,10.0,10.0,0
130,7.42,7.17,7.0,10.0,10.0,10.0,0
739,7.67,7.67,7.5,10.0,10.0,10.0,0
571,7.42,7.33,7.42,10.0,10.0,10.0,1
511,7.58,7.67,7.42,10.0,10.0,10.0,0
907,8.0,7.75,8.0,10.0,10.0,10.0,1
282,7.5,7.42,7.42,10.0,10.0,10.0,0
71,7.33,7.42,7.5,10.0,10.0,10.0,0
870,7.42,7.42,7.58,10.0,10.0,10.0,1
10,8.17,7.67,7.83,10.0,10.0,10.0,1
384,7.25,7.33,7.17,10.0,10.0,10.0,0
350,7.25,7.25,7.25,10.0,10.0,10.0,0
688,7.25,7.17,7.33,9.33,10.0,10.0,0
368,7.58,7.58,7.58,10.0,10.0,10.0,1
64,7.58,7.58,7.67,10.0,10.0,7.5,1
568,8.08,7.92,7.92,10.0,10.0,10.0,1
56,7.5,7.5,7.33,10.0,10.0,10.0,0
607,7.42,7.92,7.83,8.67,8.67,9.33,1
635,7.58,7.58,7.67,10.0,10.0,10.0,1
307,7.75,7.75,7.75,10.0,10.0,10.0,1
454,7.92,7.58,7.33,10.0,10.0,10.0,1
659,7.5,7.75,7.42,10.0,10.0,10.0,0
664,7.67,7.5,7.67,10.0,10.0,10.0,1
405,7.67,7.67,7.5,10.0,10.0,10.0,1
45,7.5,7.25,7.17,10.0,10.0,10.0,0
573,7.17,7.08,6.92,10.0,10.0,10.0,1
994,7.42,7.58,7.58,8.67,10.0,10.0,0
252,7.42,7.42,8.0,9.33,10.0,10.0,0
980,7.08,7.33,7.08,10.0,10.0,10.0,0
320,7.58,7.33,7.5,10.0,10.0,10.0,0
82,6.67,6.67,6.83,8.0,8.0,8.0,0
928,7.5,7.42,7.67,10.0,10.0,10.0,1
794,7.5,7.67,7.92,10.0,10.0,10.0,1
1003,7.33,7.42,7.25,10.0,10.0,10.0,0
364,7.92,7.92,8.0,10.0,10.0,9.33,1
662,7.75,7.58,7.5,10.0,10.0,10.0,1
865,7.75,7.58,7.75,10.0,10.0,10.0,1
720,7.67,7.33,7.5,10.0,10.0,10.0,0
920,7.67,7.33,7.5,10.0,10.0,10.0,0
711,7.33,7.33,7.42,9.33,10.0,10.0,0
171,7.42,7.5,7.5,10.0,10.0,10.0,0
123,7.42,7.25,7.33,10.0,10.0,10.0,0
992,8.0,7.67,8.0,10.0,10.0,10.0,1
129,7.58,8.0,7.67,10.0,10.0,10.0,1
415,8.25,8.42,8.33,10.0,10.0,9.33,1
498,7.83,7.58,7.67,10.0,10.0,10.0,1
408,7.75,7.67,7.83,10.0,10.0,10.0,1
23,7.5,7.42,7.58,10.0,10.0,10.0,1
863,7.25,7.17,7.33,8.67,8.67,9.33,0
1011,7.92,7.08,7.08,10.0,10.0,10.0,0
685,7.33,7.58,7.42,10.0,10.0,10.0,0
75,7.17,7.58,7.67,9.33,6.67,6.67,0
1015,8.0,8.0,8.08,10.0,10.0,10.0,1
731,7.67,7.58,7.67,10.0,10.0,10.0,1
502,7.5,7.5,7.17,10.0,10.0,10.0,0
227,7.42,7.42,7.42,10.0,10.0,10.0,0
752,7.67,7.5,7.58,10.0,10.0,10.0,0
810,7.75,7.58,7.67,10.0,10.0,10.0,0
481,8.0,8.33,7.83,10.0,10.0,10.0,1
504,7.92,7.67,7.92,10.0,10.0,10.0,1
199,7.25,7.08,7.25,10.0,10.0,10.0,0
680,7.08,7.33,7.25,10.0,10.0,10.0,0
243,7.5,7.75,8.17,10.0,10.0,10.0,0
443,7.83,8.08,7.92,10.0,10.0,10.0,1
501,7.81,7.75,7.38,9.5,10.0,10.0,1
343,7.5,7.67,7.42,9.33,9.33,9.33,0
838,7.08,7.33,7.33,10.0,10.0,10.0,0
686,8.0,7.5,7.67,10.0,10.0,10.0,1
458,7.67,7.67,7.75,10.0,10.0,10.0,1
17,7.0,7.17,7.17,10.0,10.0,9.33,0
1034,7.5,7.58,7.67,8.0,8.0,8.0,0
565,7.42,7.58,7.5,10.0,10.0,10.0,0
615,7.92,7.75,7.75,10.0,10.0,10.0,1
366,7.75,7.42,7.33,10.0,10.0,10.0,0
925,7.5,7.33,7.42,10.0,10.0,10.0,0
488,7.67,7.42,7.83,10.0,10.0,10.0,1
342,8.0,7.75,7.33,10.0,10.0,10.0,1
950,7.42,7.5,7.5,10.0,10.0,10.0,0
822,7.0,7.0,7.33,6.0,6.0,10.0,0
153,7.92,7.83,7.58,10.0,10.0,10.0,1
251,7.08,7.0,6.92,10.0,10.0,10.0,0
1069,7.08,7.08,6.92,8.0,8.0,8.0,0
768,7.33,7.5,7.67,10.0,10.0,10.0,1
956,7.75,7.58,7.33,10.0,10.0,10.0,1
263,7.83,7.92,7.5,10.0,10.0,10.0,0
15,7.83,7.58,7.67,10.0,10.0,10.0,1
256,8.42,8.42,8.33,10.0,10.0,10.0,1
276,7.25,7.5,7.33,10.0,10.0,10.0,0
107,7.58,7.5,7.5,10.0,10.0,10.0,0
558,7.67,7.58,7.33,10.0,10.0,10.0,1
1042,7.67,7.83,7.5,10.0,10.0,10.0,1
915,7.83,7.67,7.42,10.0,10.0,10.0,0
72,7.83,7.83,7.75,10.0,10.0,10.0,1
90,7.08,7.42,7.0,10.0,10.0,10.0,0
446,7.67,7.5,7.25,10.0,10.0,10.0,1
608,7.33,7.17,7.17,9.33,9.33,9.33,0
871,7.75,7.67,7.58,10.0,10.0,7.58,1
847,7.92,8.08,7.42,10.0,10.0,10.0,1
476,8.0,7.33,7.42,6.67,6.67,6.67,1
455,7.08,7.25,7.42,10.0,10.0,10.0,0
721,7.83,8.0,7.75,10.0,10.0,10.0,1
899,7.17,7.5,7.17,8.0,8.0,10.0,0
468,7.67,7.17,7.17,10.0,10.0,10.0,1
732,7.42,7.58,7.42,9.33,9.33,9.33,0
1055,7.33,7.5,7.5,10.0,10.0,10.0,0
1066,7.25,7.5,7.25,10.0,10.0,10.0,0
79,7.83,8.0,7.67,10.0,10.0,10.0,1
76,7.17,7.17,7.25,10.0,10.0,10.0,0
776,7.58,7.67,7.67,9.33,9.33,9.33,1
933,7.5,7.67,7.5,10.0,10.0,10.0,1
149,7.08,7.58,7.33,9.33,9.33,9.33,0
651,7.5,7.42,7.5,10.0,10.0,10.0,0
316,8.0,7.33,7.08,10.0,10.0,10.0,0
972,7.17,7.58,7.33,10.0,10.0,10.0,0
996,7.75,7.58,7.67,10.0,10.0,10.0,1
713,7.83,8.17,7.83,10.0,10.0,10.0,1
441,6.92,7.17,7.08,10.0,10.0,10.0,0
172,7.17,7.08,7.33,10.0,10.0,10.0,0
1058,8.17,7.17,7.83,10.0,10.0,10.0,1
1022,7.58,7.17,7.17,10.0,10.0,10.0,1
162,7.42,7.0,7.25,8.0,10.0,10.0,0
622,7.25,7.17,7.75,10.0,10.0,10.0,1
526,7.92,8.08,8.08,10.0,10.0,10.0,1
581,7.58,7.75,7.33,10.0,10.0,10.0,0
699,7.75,7.67,7.42,10.0,10.0,10.0,1
877,7.92,8.0,7.83,10.0,10.0,10.0,1
1048,8.08,8.17,8.0,10.0,10.0,10.0,1
887,7.42,7.58,7.42,10.0,10.0,10.0,0
1045,7.33,7.5,7.5,10.0,10.0,10.0,0
1064,7.58,7.67,7.5,10.0,10.0,10.0,1
494,7.58,7.5,7.67,10.0,10.0,10.0,1
567,7.08,7.25,7.25,10.0,9.33,10.0,0
25,7.17,7.25,7.42,10.0,10.0,10.0,1
630,7.92,7.75,7.83,10.0,10.0,10.0,1
555,7.33,7.17,7.17,10.0,10.0,10.0,0
242,7.42,7.58,7.42,8.67,10.0,10.0,0
770,7.5,7.67,7.42,10.0,10.0,10.0,1
632,7.08,7.5,7.08,10.0,10.0,10.0,0
716,7.67,7.83,7.5,9.33,10.0,10.0,0
744,7.25,7.33,7.33,10.0,10.0,10.0,0
222,7.83,7.58,7.58,10.0,10.0,10.0,1
886,7.42,8.0,8.0,10.0,10.0,10.0,1
311,7.17,7.5,7.75,10.0,10.0,10.0,0
125,7.75,8.0,7.92,10.0,10.0,10.0,1
993,7.58,7.75,7.33,10.0,10.0,10.0,0
831,7.42,7.5,7.67,8.0,8.67,9.33,0
154,8.0,8.0,8.0,9.33,10.0,10.0,1
73,7.5,7.92,7.92,10.0,10.0,10.0,1
559,8.33,8.33,8.0,9.33,9.33,10.0,1
183,7.92,8.33,8.0,10.0,10.0,10.0,1
190,7.67,7.25,7.58,10.0,10.0,10.0,1
843,7.75,8.08,7.75,10.0,10.0,10.0,1
741,7.83,7.42,7.5,10.0,10.0,10.0,1
404,7.92,7.75,7.58,10.0,10.0,10.0,1
176,7.5,7.83,7.67,10.0,10.0,10.0,1
529,7.17,7.08,7.5,9.33,10.0,10.0,0
792,7.33,7.25,7.33,10.0,10.0,10.0,0
736,7.75,8.08,7.58,10.0,10.0,10.0,1
620,7.17,7.25,7.17,10.0,10.0,10.0,0
944,7.5,7.42,7.25,10.0,10.0,10.0,0
995,7.42,7.42,7.5,10.0,10.0,10.0,0
202,7.83,7.33,7.42,10.0,10.0,10.0,1
309,7.67,7.25,7.75,10.0,10.0,10.0,0
289,7.42,7.0,7.08,10.0,10.0,10.0,0
161,7.58,7.58,7.25,10.0,10.0,10.0,0
271,7.92,7.67,7.67,10.0,10.0,10.0,1
486,7.5,7.67,7.33,8.0,1.33,1.33,0
292,7.67,7.58,7.58,10.0,10.0,10.0,1
655,7.58,7.58,7.75,10.0,10.0,10.0,1
793,8.0,7.75,7.83,10.0,10.0,7.75,1
395,7.5,7.67,8.0,10.0,10.0,10.0,1
909,7.0,6.92,7.17,10.0,6.67,10.0,0
389,7.5,7.92,7.58,10.0,10.0,10.0,1
774,7.67,7.25,8.0,8.67,9.33,9.33,0
136,7.58,7.17,7.17,10.0,10.0,10.0,0
917,7.67,7.67,7.83,10.0,10.0,10.0,1
958,7.92,7.75,7.92,9.33,9.33,10.0,0
589,7.33,7.0,6.92,9.33,9.33,10.0,0
13,7.33,7.42,7.17,10.0,10.0,10.0,0
753,7.67,7.92,7.5,10.0,10.0,10.0,1
937,7.67,7.5,7.42,10.0,10.0,10.0,0
148,7.67,8.0,7.67,10.0,10.0,10.0,1
599,6.75,7.0,7.25,8.0,10.0,10.0,0
99,7.83,7.58,7.67,10.0,10.0,10.0,1
652,7.67,7.5,7.75,10.0,10.0,10.0,1
30,7.5,7.25,7.42,10.0,10.0,10.0,0
1027,7.75,7.83,7.5,10.0,10.0,10.0,1
888,7.42,7.42,7.33,10.0,10.0,10.0,0
725,7.58,7.5,7.5,10.0,10.0,10.0,0
241,7.92,7.67,7.75,10.0,10.0,10.0,1
273,7.75,7.83,7.58,10.0,10.0,10.0,1
682,7.67,7.58,7.42,10.0,10.0,10.0,0
438,7.92,7.67,7.83,10.0,10.0,10.0,1
647,7.33,7.75,7.75,10.0,10.0,10.0,1
840,7.0,7.17,7.25,10.0,10.0,10.0,0
204,7.67,7.58,7.58,10.0,10.0,10.0,1
66,7.5,7.0,7.08,8.67,9.33,10.0,0
1005,7.92,7.83,7.58,10.0,10.0,10.0,1
417,7.67,7.67,7.5,10.0,10.0,10.0,0
51,7.33,7.33,7.33,10.0,10.0,10.0,0
303,7.67,7.58,7.58,9.33,10.0,10.0,1
539,7.83,7.67,7.75,10.0,10.0,10.0,0
158,7.75,7.67,7.83,9.33,9.33,10.0,1
391,7.42,7.33,7.25,10.0,10.0,10.0,0
814,7.25,7.0,7.25,10.0,10.0,10.0,0
824,8.25,7.75,7.67,10.0,10.0,10.0,1
641,7.5,7.75,7.58,10.0,10.0,10.0,0
399,7.5,7.5,7.5,10.0,10.0,10.0,0
738,8.25,8.5,8.42,10.0,10.0,10.0,1
69,7.42,7.42,7.42,10.0,10.0,10.0,0
754,7.75,7.67,7.5,10.0,10.0,10.0,1
965,7.67,7.5,7.0,10.0,10.0,10.0,0
963,7.75,7.58,7.42,9.33,10.0,10.0,1
32,8.0,7.75,7.75,10.0,10.0,10.0,1
538,7.58,7.75,7.58,10.0,10.0,10.0,1
550,7.25,7.63,7.5,9.0,10.0,10.0,1
916,7.5,7.83,7.92,7.33,8.0,8.67,1
895,7.83,7.67,7.67,10.0,10.0,10.0,1
519,7.33,7.5,7.25,10.0,10.0,10.0,0
879,7.58,7.42,7.17,10.0,10.0,10.0,0
749,7.42,7.42,7.5,10.0,10.0,10.0,0
